name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Panasonic RP-HV094-B,,Earbud,,false,false,Closed,Black
Panasonic RP-HV21K,,Earbud,"10,25",false,false,Closed,Black
Panasonic RP-HV21R,,Earbud,"10,25",false,false,Closed,Red / White
Panasonic RP-TCM125-A,,In Ear,"10,24",false,false,Closed,Blue
Panasonic RP-TCM125-K,,In Ear,"10,24",false,false,Closed,Black / Silver
Panasonic RP-TCM125-P,,In Ear,"10,24",false,false,Closed,Pink
Panasonic RP-TCM125-W,,In Ear,"10,24",false,false,Closed,White
Sennheiser CX 380,,In Ear,"17,21",false,false,Closed,Black / Yellow
Sennheiser SC 260 USB ML,,Supra-aural,,true,false,Closed,Black / Silver
Sennheiser HD238,,Supra-aural,"16,23",false,false,Closed,Black / Silver
Sennheiser HD25ALUM,,Supra-aural,,false,false,Closed,Black / Silver
Sennheiser HD515,,Circumaural,"14,26",false,false,Open,Black / Silver
Sennheiser HD558v3,,Circumaural,"15,28",false,false,Open,Black / Silver
Sennheiser MX270,,Earbud,"19,20",false,false,Closed,Black
Sennheiser MX580,,Earbud,"18,21",false,false,Closed,Black / Silver
Sennheiser Momentum Black,,Supra-aural,"16,22",false,false,Closed,Black / Silver
Sennheiser Momentum Brown,,Supra-aural,"16,22",false,false,Closed,Black / Silver
Sennheiser Momentum Red,,Supra-aural,"16,22",false,false,Closed,Red / Silver
Sennheiser PCX95,,In Ear,"17,22.5",false,false,Closed,Black
Sennheiser PMX 680i,,Earbud,"18,20",false,false,Closed,Black / Yellow
Sennheiser PMX95,,Supra-aural,,false,false,Closed,Black
Sennheiser PX95,,Supra-aural,,false,false,Closed,Black / Silver
Plantronics RIG,,Supra-aural,,true,false,Closed,Black / Red
Ergoguys HPK-1550,,Circumaural,"20,20",false,false,Closed,Black / Silver
HiFiMAN HE500,,Circumaural,"15,50",false,false,Open,Black / Silver
Kensington IVG-KMW33084,,Supra-aural,,false,false,Closed,Black / Blue
Kensington IVG-KMW33137,,Supra-aural,,false,false,Closed,Black
Philips She9000/28,,In Ear,"6,23.5",false,false,Closed,Black
Philips SHB4000,,Supra-aural,"20,20",true,true,Closed,Black
Philips SHB4000WT,,Supra-aural,"20,20",true,true,Closed,Black / Silver
Philips SHB9100BK,,Supra-aural,"18,21",false,true,Closed,Black / Silver
Philips SHB9100RD,,Supra-aural,"18,21",false,true,Closed,Black / Red
Philips SHB9100WT,,Supra-aural,"18,21",false,true,Closed,Black / White
Philips SHS4841/28,,Earbud,"12,23.5",false,false,Closed,Black
Pioneer SE-CE11-H,,Earbud,"20,20",false,false,Closed,White
Pioneer SE-CE11K,,Earbud,"20,20",false,false,Closed,Black
Pioneer SE-CL721-K,,In Ear,"5,22",false,false,Closed,Black / Red
Pioneer SE-NC31C-K,,In Ear,"5,16",false,false,Closed,Black / Red
RCA IVG-RCAHP60A,,In Ear,,false,false,Closed,White
Rosewill RH-001,,Supra-aural,"20,20",true,false,Closed,Black
Shure SRH240,,Circumaural,"20,22",false,false,Closed,Black
Shure SRH440,,Circumaural,"10,22",false,false,Closed,Black
Shure SRH940,,Circumaural,"5,30",false,false,Closed,Black / Silver
Shure SRH1440,,Circumaural,"15,27",false,false,Open,Black / Silver
Shure SRH550DJ,,Supra-aural,"5,22",false,false,Closed,Black / Gray
Shure SRH750DJ,,Circumaural,"5,30",false,false,Closed,Blue / Silver
Skullcandy S5URDZ-072,,Supra-aural,"20,20",false,false,Closed,White / Purple
Skullcandy S6HEDY-049,,Circumaural,"20,20",false,false,Closed,Red / Blue
Skullcandy PLYR 1,,Circumaural,"20,20",true,true,Closed,Black
Sony DR-BTN200/BLK,,Supra-aural,"20,20",false,true,Closed,Black / Silver
Sony DR-BTN200M,,Supra-aural,,false,true,Closed,White
Sony MDR-AS200/GRN,,In Ear,,false,false,Closed,Black / Green
Sony MDR-E829V,,Earbud,"12,22",false,false,Closed,Black
Sony MDR-J10,,Earbud,,false,false,Closed,Pink
Sony MDR-RF925RK,,Circumaural,"20,20",false,true,Closed,Black / White
Sony MDR-XB200,,Supra-aural,"5,22",false,false,Closed,Pink / Black
Sony MDR-XB300,,Supra-aural,"5,22",false,false,Closed,Black / Silver
Sony MDR-XB400/BLK,,Supra-aural,"5,22",false,false,Closed,Black
Sony MDR-XB400/BLU,,Supra-aural,"5,22",false,false,Closed,Blue
Sony MDR-XB400/PNK,,Supra-aural,"5,22",false,false,Closed,Pink / Black
Sony MDR-ZX300/BLUE,,Supra-aural,"10,24",false,false,Closed,Black / Blue
Sony MDR7520,,Supra-aural,"5,80",false,false,Closed,Black
Sony MDRNC8/B,,Supra-aural,"30,20",false,false,Closed,Black
Sony MDRXB200/D,39.95,Supra-aural,"5,22",false,false,Closed,Black / Orange
Sony MDRXB200/L,,Circumaural,"5,22",false,false,Closed,Black / Blue
Sony MDRXB400VL,,Supra-aural,,false,false,Closed,White / Purple
Sony MDRXB920/R,,Circumaural,,false,false,Closed,Red / White
Sony MH410C/W,,Earbud,"100,16",false,false,Closed,White
Sony XBA-1iP,,In Ear,"5,25",false,false,Closed,Black
SteelSeries 61023,,Circumaural,,true,false,Closed,Black / Orange
Syba CL-AUD23038,,Supra-aural,,true,true,Closed,Black / Yellow
Syba OG-AUD23043,,Circumaural,"20,20",true,true,Closed,Black / White
Tek Republic TH Pro,,Circumaural,"10,20",true,false,Closed,Black
Yamaha HPH-PRO500BU,,Circumaural,"20,20",false,false,Closed,Blue / Silver
Shure SE315,,In Ear,"20,20",false,false,Closed,Black / Silver
Shure SE315,,In Ear,"20,20",false,false,Closed,Clear
Shure SE425,,In Ear,"17,18",false,false,Closed,Black / Silver
Shure SE425,,In Ear,"17,18",false,false,Closed,Clear
Shure SE535,,In Ear,"18,19",false,false,Closed,Brown / Black
Shure SE535,,Earbud,,false,false,Closed,Clear
Shure SE535V,,In Ear,,false,false,Closed,Brown / Black
Audio-Technica ATH-A700,,Circumaural,"5,35",false,false,Closed,Black
Audio-Technica ATH-M50 RED,,Circumaural,"15,28",false,false,Closed,Black / Red
Audio-Technica ATH-M50s,,Circumaural,"15,28",false,false,Closed,Black
Audio-Technica ATH-D40fs,,Circumaural,"20,28",false,false,Closed,Black
Audio-Technica ATH-P1,24.95,Supra-aural,"30,20",false,false,Semi-open,Black
Sony 1262-3331,,In Ear,,false,false,Closed,White
Sony CZ-DRBTN200B,,Supra-aural,,false,true,Closed,Black
Sony CZ-MDR222KD/BLK,,Supra-aural,"14,20",false,false,Closed,Black
Sony CZ-MDR222KD/PIN,,Supra-aural,"14,20",false,false,Closed,Black / Pink
Sony CZ-MDRAS200B,,In Ear,,false,false,Closed,Black
Sony CZ-MDRAS200BL,,Earbud,,false,false,Closed,Black / Blue
Sony CZ-MDRAS200G,,Earbud,,false,false,Closed,Black / Green
Sony CZ-MDRAS200O,,Earbud,,false,false,Closed,Black / Orange
Sony CZ-MDRAS200PK,,Earbud,,false,false,Closed,Black / Pink
Sony CZ-MDRAS200W,,Earbud,,false,false,Closed,White
Sony CZ-MDRAS400IPB,,In Ear,,true,false,Closed,Black
Sony CZ-MDRAS400IPW,,In Ear,,true,false,Closed,White
Sony CZ-MDRE9LP/BLK,,Earbud,,false,false,Closed,Black
Sony CZ-MDRE9LP/BLK,,Earbud,,false,false,Closed,Blue / White
Sony CZ-MDRE9LP/GRAY,,Earbud,"18,22",false,false,Closed,White / Gray
Sony CZ-MDRE9LP/GRN,,Earbud,"18,22",false,false,Closed,Green / White
Sony CZ-MDRE9LP/PNK,,Earbud,"18,22",false,false,Closed,Pink / White
Sony CZ-MDRE9LP/RED,,Earbud,"18,22",false,false,Closed,Red / White
Sony CZ-MDRE9LP/VLT,,Earbud,"18,22",false,false,Closed,White / Purple
Sony CZ-MDRE9LP/WHI,,Earbud,"18,22",false,false,Closed,White
Sony CZ-MDREX100APL,,In Ear,,false,false,Closed,Black / Blue
Sony CZ-MDREX100APP,,In Ear,,false,false,Closed,Pink / Black
Sony CZ-MDREX100IPB,,In Ear,,false,false,Closed,Black
Sony CZ-MDREX100IPW,,In Ear,,false,false,Closed,White
Sony CZ-MDREX10LP/BLK,,In Ear,,false,false,Closed,Black
Sony CZ-MDREX10LP/DBL,,In Ear,,false,false,Closed,Blue / White
Sony CZ-MDREX10LP/DPK,,In Ear,,false,false,Closed,Pink / White
Sony CZ-MDREX10LP/RED,,In Ear,,false,false,Closed,Red / White
Sony CZ-MDREX10LP/VLT,,In Ear,,false,false,Closed,Purple
Sony CZ-MDREX10LP/WHI,,In Ear,,false,false,Closed,White
Sony CZ-MDREX25LPBLU,,In Ear,,false,false,Closed,Blue / White
Sony CZ-MDREX25LPPNK,,In Ear,,false,false,Closed,White / Pink
Sony CZ-MDREX25LPVLT,,In Ear,,false,false,Closed,White / Purple
Sony CZ-MDREX37B/BLK,,In Ear,,false,false,Closed,Black / White
Sony CZ-MDREX37B/BLU,,In Ear,,false,false,Closed,Blue
Sony CZ-MDREX37B/RED,,In Ear,,false,false,Closed,Red / Black
Sony CZ-MDREX37B/YLW,,In Ear,,false,false,Closed,Black / Yellow
Sony CZ-MDRMA300,,Circumaural,,false,false,Closed,Black
Sony MDR-PQ2/Z,,Supra-aural,"10,24",false,false,Closed,Brown
Sony XBA-S65,,In Ear,"6,24",false,false,Closed,Black
Sony MDRZX100WHITE,,Supra-aural,"12,22",false,false,Closed,White
Koss 168866/176869,,Supra-aural,"60,20",false,false,Closed,Black / Silver
Koss CLIPPERS,,Supra-aural,"60,20",false,false,Closed,Black / Silver
Koss CZ-163684,,Supra-aural,"15,25",false,false,Closed,Black / Silver
Koss CZ-164020,,Supra-aural,"5,25",false,false,Closed,Black
Koss CZ-168486,,In Ear,"10,20",false,false,Closed,Black / Silver
Koss CZ-168990,,In Ear,"10,20",false,false,Closed,Black
Koss CZ-176801,,Earbud,"70,20",false,false,Closed,White
Koss CZ-178295,,Circumaural,"18,20",false,false,Closed,Black / Silver
Koss PORTAPROKTC,,Supra-aural,"15,25",false,false,Closed,Black / Silver
Koss KEB40,,In Ear,,false,false,Closed,Black / Silver
Astro A30,,Supra-aural,"15,28",true,false,Closed,Black
Astro A30,,Supra-aural,"15,28",true,false,Closed,Black / White
Astro 3AS50-EAW9F-319,,Circumaural,,true,true,Closed,Black / Orange
Cooler Master Storm Ceres400,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Raptor HS30,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Raptor HS40,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Vengeance 2100,,Circumaural,"20,20",true,true,Closed,Black / Blue
Creative Labs 51EF0610AA010,,In Ear,"6,23",false,false,Closed,Black / Blue
Creative Labs EP-630,,In Ear,"6,23",false,false,Closed,Black / Silver
Creative Labs EVO ZxR,,Circumaural,,true,true,Closed,Black / Red
Creative Labs EVO Wireless,,Circumaural,,true,true,Closed,Black / Red
Denon AH-C300,,In Ear,"5,25",true,false,Closed,Black / Silver
AKG K350AMA,,In Ear,,false,false,Closed,Purple
Cobra EARPHONE001,,Circumaural,"20,20",true,false,Closed,Black / Blue
Cobra EHH007ORANGE,,Circumaural,"20,20",true,false,Closed,Black / Orange
Cobra e-3luered,,Circumaural,"20,20",true,false,Closed,Red
Cobra e-3luewhiteearphone,,Supra-aural,"20,20",true,false,Closed,White
Cobra e3lueblack,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cobra ehh007red,,Circumaural,"20,20",true,false,Closed,Black / Red
Cobra E-Blue Cobra Limited Edition Pro,,Circumaural,"20,20",true,false,Closed,Black / Green
Creative Labs EF0330AA001,,Supra-aural,,false,false,Closed,Black / Silver
Creative Labs HS-620,,Circumaural,,true,false,Closed,Black / Silver
Creative Labs HS-420,,Supra-aural,,true,false,Closed,Black / Silver
Creative Labs HS-720,,Supra-aural,,true,false,Closed,Black / Silver
Creative Labs HS-800 Fatal1ty,,Circumaural,,true,false,Closed,Black / Red
Ergoguys 2810-TI,,Circumaural,"20,20",false,false,Closed,Black / Orange
HiFiMAN HE300,,Circumaural,"15,22",false,false,Closed,Black / Silver
HiFiMAN HE400,,Circumaural,"20,35",false,false,Closed,Black / Blue
HiFiMAN HE6,,Circumaural,"8,65",false,false,Closed,Black
Labtec Axis-311,,Supra-aural,,true,false,Closed,Black
Labtec Go-420,,Supra-aural,,false,false,Closed,Black
Labtec LT215REXW,,Earbud,,false,false,Closed,Black
Logitech 960,,Supra-aural,,true,false,Closed,Black
Mad Catz TRI903590003/02/1,,Supra-aural,"20,20",true,false,Closed,Black / Red
Panasonic RP-HJE295-K,,In Ear,,false,false,Closed,Black
Panasonic RP-HS200-D,,In Ear,"10,22",false,false,Closed,Black / Orange
Perixx AX-1000B,,Circumaural,,false,false,Closed,Black / Red
Philips SHE3575BK/28,,In Ear,,false,false,Closed,Pink
Philips SHE9000/28,,In Ear,,false,false,Closed,Black
Philips SHL3000/28,,Supra-aural,,true,false,Closed,Black
Philips SHL3000WT/28,,Circumaural,"20,20",false,false,Closed,Black / White
Philips SHO4200BG,,Supra-aural,,false,false,Closed,Green / Blue
Philips SHS390,,Supra-aural,,false,false,Closed,Black / Silver
Pioneer HDJ-500V,,Supra-aural,"5,28",false,false,Closed,Black / Purple
Pioneer SE-CL721-H,,In Ear,"5,22",false,false,Closed,Red / Silver
Plantronics GameCom 780 (Dota 2 badged),,Circumaural,,true,false,Closed,Black / Red
Plantronics AUDIO628,,Supra-aural,,true,false,Closed,Black / Blue
Pyle Audio PIEHIP20W,,In Ear,,false,false,Closed,White
Sennheiser HD360PRO,,Circumaural,"15,22",false,false,Closed,Black
Sennheiser Momentum BRV2,,Circumaural,,false,false,Closed,Brown
Sennheiser Momentum BRV3,,Circumaural,,false,false,Closed,Brown
Skullcandy PLYR 2,,Circumaural,,true,false,Closed,Black / Green
Sony CZ-MDRMA900,,Supra-aural,"5,40",false,false,Closed,Black
Sony CZ-MDRV55/BR,,Supra-aural,"5,25",false,false,Closed,Black / Red
Sony CZ-MDRV55/WHI,,Supra-aural,"5,25",false,false,Closed,White
Sony CZ-MDRZX600/BLK,,Supra-aural,"6,25",false,false,Closed,Black / Red
Sony CZ-MDRZX600/GRAY,,Supra-aural,"6,25",false,false,Closed,Black / Gray
Sony IVG-YMDRG45LP,,Supra-aural,,false,false,Closed,Black / Silver
Sony MDR-ZX300A L,,Supra-aural,,true,false,Closed,Black / Blue
Sony MDR10RBLK,,Circumaural,"5,40",true,false,Closed,White
Sony MDRAS200BLK,,Earbud,,false,false,Closed,Black
Sony MDREX10LP/PNK,,In Ear,,false,false,Closed,Pink / White
Sony MDRJ10/LTPNK,,In Ear,,false,false,Closed,Pink
Sony MDRPQ2/GRAY,,Circumaural,"10,24",false,false,Closed,Gray
Sony MDRPQ2/GRN,,Circumaural,"10,24",false,false,Closed,Green
Syba CL-AUD63062,,Circumaural,"20,20",true,false,Closed,Brown / Black
Turtle Beach EARFORCEZ11,,Circumaural,,true,false,Closed,Black
TekNmotion PulseWave • V2,,Circumaural,,true,false,Closed,Black / Blue
Biostar iDEQ N10,,Circumaural,"20,20",true,false,Closed,Black / Red
Cobra Cobra Pro,,Circumaural,"20,20",true,false,Closed,Black / Silver
Cobra Cobra II 705,,Circumaural,"20,20",true,false,Closed,Black / Blue
Creative Labs HITZ MA2400,,Supra-aural,"15,20",true,false,Closed,Black
Creative Labs 51EF0650AA005,,Supra-aural,"10,20",true,false,Closed,White
Creative Labs Recon3D Omega,,Circumaural,"20,20",true,true,Closed,Black
Genius HS-905BT,,In Ear,"20,20",true,true,Closed,Black / Blue
Hercules 4780507,,Circumaural,"20,20",false,false,Closed,Black / Silver
Koss KMO15G,,Supra-aural,"80,20",false,false,Closed,Camo
Koss KMO15P,,Supra-aural,"80,20",false,false,Closed,Camo
Koss KMO20G,,Circumaural,,false,false,Closed,Camo
Koss KMO5P,,Earbud,,false,false,Closed,Camo
Philips SHS3200/37,,Earbud,"20,20",true,false,Closed,Black
Plantronics RIG,,Circumaural,,true,false,Closed,Black / Red
Plantronics 86051-11,,Circumaural,,true,false,Closed,Black / Red
Plantronics RIG,,Circumaural,,true,false,Closed,Black / White
SteelSeries Siberia Elite,,Circumaural,"16,28",true,false,Closed,Orange / White
SteelSeries Flux In-Ear Pro,,In Ear,"15,22",true,false,Closed,Black
Syba CL-AUD23049,,Circumaural,,false,true,Closed,White / Gray
TekNmotion TM-AIR100BT,,Supra-aural,,false,true,Closed,Black / Silver
TekNmotion TM-LOND,,Circumaural,,false,false,Closed,Red / Blue
TekNmotion TM-YB100A,,Circumaural,"20,20",true,false,Closed,Black / Silver
Plantronics Gamecom 380,,Circumaural,,true,false,Closed,Black / Silver
Func HS-260,,Circumaural,"20,20",true,false,Closed,Black / Silver
Bose AE2i White,,Circumaural,,true,false,Closed,White / Gray
Bose SIE2i Orange,,Earbud,,false,false,Closed,Orange / White
Bose OE2 (Black),,Supra-aural,,false,false,Closed,Black / Silver
Bose OE2i (Black),,Supra-aural,,true,false,Closed,Black / Silver
Bose OE2i (White),,Supra-aural,,true,false,Closed,White / Gray
Bose SIE2i Blue,,In Ear,,false,false,Closed,Blue / White
Bose SIE2i Purple,,In Ear,,false,false,Closed,White / Purple
Hercules 4780514,,Supra-aural,"10,25",false,false,Closed,Black / Green
Klipsch Image S4i,,In Ear,"10,19",false,false,Closed,Black / Silver
Klipsch Image S3,,In Ear,"12,18",false,false,Closed,Black / Red
Klipsch Image S3,,In Ear,"12,18",false,false,Closed,Black / Red
Koss CLIPPER GREEN,,Supra-aural,"60,20",false,false,Closed,Green / White
Koss JAMS AA,,Earbud,"40,20",false,false,Closed,Green / White
Koss MIRAGE PINK,,In Ear,"15,20",false,false,Closed,Pink / White
Monoprice 8320,,In Ear,,false,false,Closed,Black / Silver
Philips SHS3201/28,,Earbud,"20,20",false,false,Closed,White
Philips SHS4848/28,,Earbud,"12,23.5",false,false,Closed,Pink / White
Shure SE535CLEAR,,In Ear,"18,19",false,false,Closed,Brown / Black
Skullcandy S2TTCB-047,,In Ear,"20,20",false,false,Closed,Black / Silver
Klipsch Mode M40,,Circumaural,"20,20",false,false,Closed,Black / Red
Koss KSC17,,Supra-aural,"40,20",false,false,Closed,Black / Silver
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,White
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Orange / White
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Black / Yellow
Polk UltraFit 1000,,In Ear,"18,23",false,false,Closed,White
Polk UltraFit 2000,,Supra-aural,"20,23",false,false,Closed,Black / Red
Polk UltraFit 3000,,Earbud,"8,24",false,false,Closed,Black / Red
Polk UltraFit 3000,,In Ear,"8,24",false,false,Closed,White
Polk UltraFit 3000,,In Ear,"8,24",false,false,Closed,Orange / White
Polk UltraFocus 8000,,Circumaural,"8,28",false,false,Closed,Black / Silver
Rosewill RS-OW813-BK,,Circumaural,"5,25",false,false,Closed,Black / Silver
Sennheiser AMPERIOR-BLU,,Supra-aural,"16,22",false,false,Closed,Black / Blue
Sennheiser CX175,,In Ear,"17,23",false,false,Closed,Black / Silver
Sony MDREX58V/BQ,,In Ear,"5,23",false,false,Closed,Black
Adesso Xtream H3B,,Circumaural,,false,false,Closed,Black / Gray
SteelSeries H,,Circumaural,"20,20",true,true,Closed,Black / Orange
Creative Labs Aurvana Live! 2,,Circumaural,"10,30",true,false,Closed,Black / Silver
ROCCAT Kave XTD 5.1 Premium,,Circumaural,"20,20",true,false,Closed,Black / Blue
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Blue
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Silver
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Red
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / White
GAMDIAS HEPHAESTUS,,Circumaural,"20,20",true,false,Closed,White / Gray
GAMDIAS EROS,,Circumaural,"20,20",true,false,Closed,Black / Red
GAMDIAS EROS,,Circumaural,"20,20",true,false,Closed,Black / Red
GAMDIAS HEBE,,Circumaural,"20,20",true,false,Closed,Red / Silver
GAMDIAS HEBE,,Circumaural,"20,20",true,false,Closed,Red / Silver
Adesso Xtream H3W,,Circumaural,"100,20",false,true,Closed,Black / White
Koss QZPRO,71.45,Circumaural,"40,20",false,false,Closed,Black / Silver
Philips SHL3100BLK,,Circumaural,"18,20",false,false,Closed,Black / Red
Philips SHL5305RD/28,,Supra-aural,"18,21.6",true,false,Closed,Black / Red
Philips SHL5305TL/28,,Supra-aural,"18,21.6",true,false,Closed,Black / Green
Philips SHL5305WT/28,,Supra-aural,"18,21.6",false,false,Closed,Black / White
Philips SHO9207,,Circumaural,"12,24",false,false,Closed,Black / Red
Razer RZ12-01110100-R3U1,,Circumaural,"20,20",false,false,Closed,Black / Silver
Sennheiser HD335S,,Circumaural,"14,20",false,false,Closed,Black / Silver
V-MODA CROSSFADE M-100 SILVER,,Circumaural,"5,30",false,false,Closed,Silver
V-MODA CROSSFADE M-80 SHADOW,,Supra-aural,"5,30",false,false,Closed,Black
V-MODA CROSSFADE M-80,,Supra-aural,"5,30",false,false,Closed,Black / Silver
Ozone Gaming OZONDA3HX,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZONDAST,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZRAGESTR,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZRAGESTW,,Circumaural,"20,20",true,false,Closed,Black / White
Ozone Gaming OZRAGESTY,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Ozone Gaming OZSPARK,,Circumaural,"20,20",true,false,Closed,Black / Red
Audio-Technica ATH-ADG1,,Circumaural,"5,30",true,false,Open,Black / Red
Razer Chimaera,,Circumaural,"20,20",true,true,Closed,Black / Green
Sennheiser GAME ZERO,,Circumaural,"10,26",true,false,Open,Black / White
Sennheiser IE 80,,In Ear,"10,20",false,false,Closed,Black / Silver
Razer Kraken Pro Neon,,Circumaural,"20,20",true,false,Closed,Black / Blue
Razer Kraken Pro Neon,,Circumaural,"20,20",true,false,Closed,Black / Green
Razer Kraken Pro Neon,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Corsair Raptor LH2,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Corsair Raptor HS30,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair H2100,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Corsair H1500,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Cooler Master Ceres 300,,Circumaural,"20,20",true,false,Semi-open,Black / White
Audio-Technica ATH-CHX5ISBL,,Earbud,"20,22",true,false,Closed,Blue
Audio-Technica ATH-CHX5ISRD,,Earbud,"20,22",true,false,Closed,Red
Audio-Technica ATH-CHX5ISWH,,Earbud,"20,22",true,false,Closed,White
Audio-Technica ATH-CHX7ISBK,,Earbud,"15,22",true,false,Closed,Black
Audio-Technica ATH-CHX7ISRD,,Earbud,"15,22",true,false,Closed,Red
Audio-Technica ATH-CHX7ISWH,,Earbud,"15,22",true,false,Closed,White
Audio-Technica ATH-CKP200ISBK,,Earbud,"20,23",true,false,Closed,Black
Audio-Technica ATH-CKP200ISBL,,Earbud,"20,23",true,false,Closed,Blue
Audio-Technica ATH-CKP200ISRD,,Earbud,"20,23",true,false,Closed,Red
Audio-Technica ATH-CKR10,,In Ear,"5,40",false,false,Closed,Black / Silver
Audio-Technica ATH-CKR3ISBK,,In Ear,"5,24",true,false,Closed,Black
Audio-Technica ATH-CKR3ISBL,,In Ear,"5,24",true,false,Closed,Blue
Audio-Technica ATH-CKR3ISRD,,In Ear,"5,24",true,false,Closed,Red
Audio-Technica ATH-CKR3ISWH,,In Ear,"5,24",true,false,Closed,White
Bose 715593-0010,,In Ear,,false,false,Closed,Black / Clear
Bose 715593-0020,,In Ear,,false,false,Closed,White
Bose 715593-0030,,In Ear,,false,false,Closed,Red
Bose 715593-0040,,In Ear,,false,false,Closed,Black / Clear
Bose 715593-0050,,In Ear,,false,false,Closed,White
Bose 715593-0060,,In Ear,,false,false,Closed,Red
Bose 715593-0070,,In Ear,,false,false,Closed,Black / Clear
Bose 717534-0010,,In Ear,,true,false,Closed,Black / Blue
Bose 717534-0020,,In Ear,,true,false,Closed,Orange / White
Bose 717534-0030,,In Ear,,true,false,Closed,Green
Bose 717534-0040,,In Ear,,true,false,Closed,Green
Creative Labs Aurvana Live!,,Circumaural,"10,30",false,false,Closed,Black
Hercules 4780548,,Circumaural,"10,25",false,false,Closed,Black / Silver
I/O Magic NE9783,,Earbud,,false,false,Closed,Black / Red
Philips SHP3000,,Circumaural,"20,20",false,false,Closed,Black
Philips X1/28,,Circumaural,,true,false,Open,Black / Silver
Plantronics 20045001P,,In Ear,,false,false,Closed,Black / Blue
Plantronics 20046001,,In Ear,,false,false,Closed,Black / Green
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Black / Gold
Sennheiser CX 1.00 Black,,Earbud,"17,20",false,false,Closed,Black / Silver
Sennheiser CX 1.00 White,,Earbud,"17,20",false,false,Closed,White
Sennheiser CX 2.00G Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 2.00G White,,Earbud,,true,false,Closed,White
Sennheiser CX 3.00 Black,,Earbud,,false,false,Closed,Black
Sennheiser CX 3.00 Red,,Earbud,,false,false,Closed,Black / Red
Sennheiser CX 5.00G Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 5.00i Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 5.00i White,,Earbud,,true,false,Closed,White
Sennheiser M2 IEG,,In Ear,"15,22",true,false,Closed,Black / Red
Sennheiser MOMENTUM BLUE,,Supra-aural,"16,22",true,false,Closed,Blue / Silver
Sennheiser MOMENTUM GREEN,,Supra-aural,"16,22",true,false,Closed,Green
Sennheiser MOMENTUM PINK,,Supra-aural,"16,22",true,false,Closed,Red / Silver
Sennheiser URBANITEBLACKG,,Supra-aural,,false,false,Closed,Black / White
Thermaltake HT-DRA007OEWH,,Circumaural,"10,22",false,false,Closed,White
Thermaltake DRACCO,,Circumaural,"10,22",false,false,Closed,Multicolor
Yamaha EPH-50BL,,Earbud,"20,21",false,false,Closed,Black
Adesso Xtream H2B,,Supra-aural,"140,20",false,true,Closed,Black / Red
Adesso Xtream H2W,,Supra-aural,"140,20",false,true,Closed,Green / White
Altec Lansing Foldable OTH,,Supra-aural,,false,true,Closed,Red / White
Asus CINEVIBE/BLK,,Supra-aural,"20,20",true,false,Closed,Black / Red
Asus STRIX PRO,,Circumaural,"20,20",true,false,Closed,Black / Orange
Creative Labs Tactic3D Rage V2.0,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs Sound Blaster Inferno,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs 70GH030000000,,Supra-aural,"20,20",false,true,Closed,Black
Creative Labs Wireless V2.0,,Circumaural,"20,20",true,true,Closed,Black / Red
Genius 31710188100,,Circumaural,,false,true,Closed,White
Genius 31710188101,,Circumaural,,false,true,Closed,Black
Genius 31710188102,,Circumaural,,false,true,Closed,Pink
Genius 31710188103,,Circumaural,,false,true,Closed,Blue
Klipsch KG-300,,Circumaural,"16,23",true,true,Closed,Black
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / White
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / Silver
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / Red
Mad Catz TRI903570A04/02/1,,Circumaural,,true,false,Closed,Black / Blue
Mad Catz Titanfall F.R.E.Q.4D,,Circumaural,"20,20",false,false,Closed,Orange / White
Mionix NASH 20,,Circumaural,"20,20",true,false,Closed,Black
Philips SHB7000/BK,,Circumaural,,true,true,Closed,Black / Red
