name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Sony MDR-ZX300/BLUE,,Supra-aural,"10,24",false,false,Closed,Black / Blue
Sony MDR7520,,Supra-aural,"5,80",false,false,Closed,Black
Sony MDRNC8/B,,Supra-aural,"30,20",false,false,Closed,Black
Sony MDRXB400VL,,Supra-aural,,false,false,Closed,White / Purple
Sony MDRXB920/R,,Circumaural,,false,false,Closed,Red / White
Sony MH410C/W,,Earbud,"100,16",false,false,Closed,White
Sony XBA-1iP,,In Ear,"5,25",false,false,Closed,Black
SteelSeries 61023,59.99,Circumaural,,true,false,Closed,Black / Orange
Syba OG-AUD23043,,Circumaural,"20,20",true,true,Closed,Black / White
Tek Republic TH Pro,,Circumaural,"10,20",true,false,Closed,Black
Yamaha HPH-PRO500BU,,Circumaural,"20,20",false,false,Closed,Blue / Silver
Shure SE315,,In Ear,"20,20",false,false,Closed,Black / Silver
Shure SE315,,In Ear,"20,20",false,false,Closed,Clear
Shure SE425,,In Ear,"17,18",false,false,Closed,Black / Silver
Shure SE425,,In Ear,"17,18",false,false,Closed,Clear
Shure SE535,,In Ear,"18,19",false,false,Closed,Brown / Black
Shure SE535,,Earbud,,false,false,Closed,Clear
Shure SE535V,,In Ear,,false,false,Closed,Brown / Black
Audio-Technica ATH-A700,,Circumaural,"5,35",false,false,Closed,Black
Audio-Technica ATH-M50 RED,,Circumaural,"15,28",false,false,Closed,Black / Red
Audio-Technica ATH-D40fs,,Circumaural,"20,28",false,false,Closed,Black
Audio-Technica ATH-P1,24.95,Supra-aural,"30,20",false,false,Semi-open,Black
Sony 1262-3331,,In Ear,,false,false,Closed,White
Sony CZ-DRBTN200W,,Supra-aural,,false,true,Closed,White
Sony CZ-MDR222KD/BLK,,Supra-aural,"14,20",false,false,Closed,Black
Sony CZ-MDR222KD/PIN,,Supra-aural,"14,20",false,false,Closed,Black / Pink
Sony CZ-MDRAS200B,,In Ear,,false,false,Closed,Black
Sony CZ-MDRAS200BL,,Earbud,,false,false,Closed,Black / Blue
Sony CZ-MDRAS200G,,Earbud,,false,false,Closed,Black / Green
Sony CZ-MDRAS200O,,Earbud,,false,false,Closed,Black / Orange
Sony CZ-MDRAS200PK,,Earbud,,false,false,Closed,Black / Pink
Sony CZ-MDRAS200W,,Earbud,,false,false,Closed,White
Sony CZ-MDRAS400IPB,,In Ear,,true,false,Closed,Black
Sony CZ-MDRAS400IPW,,In Ear,,true,false,Closed,White
Sony CZ-MDRE9LP/BLK,,Earbud,,false,false,Closed,Black
Sony CZ-MDRE9LP/BLK,,Earbud,,false,false,Closed,Blue / White
Sony CZ-MDRE9LP/GRAY,,Earbud,"18,22",false,false,Closed,White / Gray
Sony CZ-MDRE9LP/GRN,,Earbud,"18,22",false,false,Closed,Green / White
Sony CZ-MDRE9LP/PNK,,Earbud,"18,22",false,false,Closed,Pink / White
Sony CZ-MDRE9LP/RED,,Earbud,"18,22",false,false,Closed,Red / White
Sony CZ-MDRE9LP/VLT,,Earbud,"18,22",false,false,Closed,White / Purple
Sony CZ-MDRE9LP/WHI,,Earbud,"18,22",false,false,Closed,White
Sony CZ-MDREX100APL,,In Ear,,false,false,Closed,Black / Blue
Sony CZ-MDREX100APP,,In Ear,,false,false,Closed,Pink / Black
Sony CZ-MDREX100IPB,,In Ear,,false,false,Closed,Black
Sony CZ-MDREX100IPW,,In Ear,,false,false,Closed,White
Sony CZ-MDREX10LP/BLK,,In Ear,,false,false,Closed,Black
Sony CZ-MDREX10LP/DBL,,In Ear,,false,false,Closed,Blue / White
Sony CZ-MDREX10LP/DPK,,In Ear,,false,false,Closed,Pink / White
Sony CZ-MDREX10LP/RED,,In Ear,,false,false,Closed,Red / White
Sony CZ-MDREX10LP/VLT,,In Ear,,false,false,Closed,Purple
Sony CZ-MDREX10LP/WHI,,In Ear,,false,false,Closed,White
Sony CZ-MDREX25LPBLU,,In Ear,,false,false,Closed,Blue / White
Sony CZ-MDREX25LPPNK,,In Ear,,false,false,Closed,White / Pink
Sony CZ-MDREX25LPVLT,,In Ear,,false,false,Closed,White / Purple
Sony CZ-MDREX37B/BLK,,In Ear,,false,false,Closed,Black / White
Sony CZ-MDREX37B/BLU,,In Ear,,false,false,Closed,Blue
Sony CZ-MDREX37B/RED,,In Ear,,false,false,Closed,Red / Black
Sony CZ-MDREX37B/YLW,,In Ear,,false,false,Closed,Black / Yellow
Sony CZ-MDRMA300,,Circumaural,,false,false,Closed,Black
Sony MDR-J20/SILVER,,Earbud,"16,24",false,false,Closed,Black / Silver
Sony MDR-PQ2/Z,,Supra-aural,"10,24",false,false,Closed,Brown
Sony MDR-V150,,Supra-aural,"18,22",false,false,Closed,Black
Sony MDR-XB400/GRN,,Supra-aural,"5,22",false,false,Closed,Green
Sony XBA-S65,,In Ear,"6,24",false,false,Closed,Black
HiFiMAN RE400,,In Ear,,false,false,Closed,Black / Silver
Sony MDRZX100WHITE,,Supra-aural,"12,22",false,false,Closed,White
Koss 168866/176869,,Supra-aural,"60,20",false,false,Closed,Black / Silver
Koss CLIPPERS,,Supra-aural,"60,20",false,false,Closed,Black / Silver
Koss CZ-163684,,Supra-aural,"15,25",false,false,Closed,Black / Silver
Koss CZ-164020,,Supra-aural,"5,25",false,false,Closed,Black
Koss CZ-168486,,In Ear,"10,20",false,false,Closed,Black / Silver
Koss CZ-168990,,In Ear,"10,20",false,false,Closed,Black
Koss CZ-175481,,Earbud,"70,20",false,false,Closed,Black
Koss CZ-176801,,Earbud,"70,20",false,false,Closed,White
Koss CZ-178295,,Circumaural,"18,20",false,false,Closed,Black / Silver
Koss KEB40,,In Ear,,false,false,Closed,Black / Silver
Astro A30,,Supra-aural,"15,28",true,false,Closed,Black
Astro 3AS50-EAW9F-319,,Circumaural,,true,true,Closed,Black / Orange
Cooler Master Storm Ceres400,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Raptor HS30,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Raptor HS40,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Vengeance 2100,,Circumaural,"20,20",true,true,Closed,Black / Blue
Creative Labs 51EF0610AA010,,In Ear,"6,23",false,false,Closed,Black / Blue
Creative Labs EP-630,,In Ear,"6,23",false,false,Closed,Black / Silver
Creative Labs EVO ZxR,,Circumaural,,true,true,Closed,Black / Red
Creative Labs EVO Wireless,,Circumaural,,true,true,Closed,Black / Red
Denon AH-C300,,In Ear,"5,25",true,false,Closed,Black / Silver
AKG K350AMA,,In Ear,,false,false,Closed,Purple
Cobra EARPHONE001,,Circumaural,"20,20",true,false,Closed,Black / Blue
Cobra EHH007ORANGE,,Circumaural,"20,20",true,false,Closed,Black / Orange
Cobra e-3luered,,Circumaural,"20,20",true,false,Closed,Red
Cobra e-3luewhiteearphone,,Supra-aural,"20,20",true,false,Closed,White
Cobra e3lueblack,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cobra ehh007red,,Circumaural,"20,20",true,false,Closed,Black / Red
Cobra E-Blue Cobra Limited Edition Pro,,Circumaural,"20,20",true,false,Closed,Black / Green
Creative Labs EF0330AA001,,Supra-aural,,false,false,Closed,Black / Silver
Creative Labs HS-620,,Circumaural,,true,false,Closed,Black / Silver
Creative Labs HS-420,,Supra-aural,,true,false,Closed,Black / Silver
Creative Labs HS-720,,Supra-aural,,true,false,Closed,Black / Silver
Creative Labs HS-800 Fatal1ty,,Circumaural,,true,false,Closed,Black / Red
Ergoguys 2810-TI,,Circumaural,"20,20",false,false,Closed,Black / Orange
HiFiMAN HE300,,Circumaural,"15,22",false,false,Closed,Black / Silver
HiFiMAN HE6,,Circumaural,"8,65",false,false,Closed,Black
Labtec Axis-311,,Supra-aural,,true,false,Closed,Black
Labtec Go-420,,Supra-aural,,false,false,Closed,Black
Labtec LT215REXW,,Earbud,,false,false,Closed,Black
Mad Catz TRI903590003/02/1,,Supra-aural,"20,20",true,false,Closed,Black / Red
Panasonic RP-HJE295-K,,In Ear,,false,false,Closed,Black
Panasonic RP-HS200-D,,In Ear,"10,22",false,false,Closed,Black / Orange
Perixx AX-1000B,,Circumaural,,false,false,Closed,Black / Red
Philips SHE3575BK/28,,In Ear,,false,false,Closed,Pink
Philips SHE9000/28,,In Ear,,false,false,Closed,Black
Philips SHL3000/28,,Supra-aural,,true,false,Closed,Black
Philips SHL3000WT/28,,Circumaural,"20,20",false,false,Closed,Black / White
Philips SHO4200BG,,Supra-aural,,false,false,Closed,Green / Blue
Philips SHS390,,Supra-aural,,false,false,Closed,Black / Silver
Pioneer HDJ-500G,,Supra-aural,"5,28",false,false,Closed,Black / Green
Pioneer HDJ-500V,,Supra-aural,"5,28",false,false,Closed,Black / Purple
Pioneer SE-CL721-H,,In Ear,"5,22",false,false,Closed,Red / Silver
Plantronics GameCom 780 (Dota 2 badged),,Circumaural,,true,false,Closed,Black / Red
Plantronics AUDIO628,,Supra-aural,,true,false,Closed,Black / Blue
Pyle Audio PIEHIP20W,,In Ear,,false,false,Closed,White
Sennheiser HD360PRO,,Circumaural,"15,22",false,false,Closed,Black
Sennheiser Momentum BRV2,,Circumaural,,false,false,Closed,Brown
Sennheiser Momentum BRV3,,Circumaural,,false,false,Closed,Brown
Skullcandy PLYR 2,,Circumaural,,true,false,Closed,Black / Green
Sony CZ-MDRMA900,,Supra-aural,"5,40",false,false,Closed,Black
Sony CZ-MDRV55/BR,,Supra-aural,"5,25",false,false,Closed,Black / Red
Sony CZ-MDRV55/WHI,,Supra-aural,"5,25",false,false,Closed,White
Sony CZ-MDRZX600/BLK,,Supra-aural,"6,25",false,false,Closed,Black / Red
Sony CZ-MDRZX600/GRAY,,Supra-aural,"6,25",false,false,Closed,Black / Gray
Sony IVG-YMDRG45LP,,Supra-aural,,false,false,Closed,Black / Silver
Sony MDR-ZX300A L,,Supra-aural,,true,false,Closed,Black / Blue
Sony MDR10RBLK,,Circumaural,"5,40",true,false,Closed,Black / Silver
Sony MDRAS200BLK,,Earbud,,false,false,Closed,Black
Sony MDRAS200PNK,,Earbud,,false,false,Closed,Pink
Sony MDREX10LP/PNK,,In Ear,,false,false,Closed,Pink / White
Sony MDRJ10/LTPNK,,In Ear,,false,false,Closed,Pink
Sony MDRPQ2/GRAY,,Circumaural,"10,24",false,false,Closed,Gray
Sony MDRPQ2/GRN,,Circumaural,"10,24",false,false,Closed,Green
SteelSeries Siberia V2,,Circumaural,"18,28",true,false,Closed,Camo
Syba CL-AUD63062,,Circumaural,"20,20",true,false,Closed,Brown / Black
Turtle Beach EARFORCEZ11,,Circumaural,,true,false,Closed,Black
TekNmotion PulseWave • V2,,Circumaural,,true,false,Closed,Black / Blue
Sakar International Teenage Mutant Ninja Turtles Kids Friendly,,Circumaural,,false,false,Closed,Green / Blue
Biostar iDEQ N10,,Circumaural,"20,20",true,false,Closed,Black / Red
Cobra Cobra Pro,,Circumaural,"20,20",true,false,Closed,Black / Silver
Cobra Cobra II 705,,Circumaural,"20,20",true,false,Closed,Black / Blue
Creative Labs HITZ MA2400,,Supra-aural,"15,20",true,false,Closed,Black
Creative Labs HITZ MA2400,,Supra-aural,"15,20",true,false,Closed,White
Creative Labs 51EF0650AA005,,Supra-aural,"10,20",true,false,Closed,White
Creative Labs Recon3D Omega,,Circumaural,"20,20",true,true,Closed,Black
Genius HS-905BT,,In Ear,"20,20",true,true,Closed,Black / Blue
Hercules 4780507,,Circumaural,"20,20",false,false,Closed,Black / Silver
Koss KMO15G,,Supra-aural,"80,20",false,false,Closed,Camo
Koss KMO15P,,Supra-aural,"80,20",false,false,Closed,Camo
Koss KMO20G,,Circumaural,,false,false,Closed,Camo
Koss KMO5P,,Earbud,,false,false,Closed,Camo
Logitech H820e,,Supra-aural,"150,7",true,false,Closed,Black / Silver
Philips SHS3200/37,,Earbud,"20,20",true,false,Closed,Black
Plantronics RIG,,Circumaural,,true,false,Closed,Black / Red
Plantronics 86051-11,,Circumaural,,true,false,Closed,Black / Red
Sennheiser PC 323D,109.99,Circumaural,"15,23",true,false,Closed,Black / Silver
SteelSeries 9H,,Circumaural,"10,28",true,false,Closed,Black
SteelSeries Flux In-Ear Pro,,In Ear,"15,22",true,false,Closed,Black
Syba CL-AUD23049,,Circumaural,,false,true,Closed,White / Gray
TekNmotion TM-AIR100BT,,Supra-aural,,false,true,Closed,Black / Silver
TekNmotion TM-YB100A,,Circumaural,"20,20",true,false,Closed,Black / Silver
Plantronics Gamecom 380,,Circumaural,,true,false,Closed,Black / Silver
Sennheiser HD 439,,Circumaural,"17,22.5",false,false,Closed,Black / Silver
Func HS-260,,Circumaural,"20,20",true,false,Closed,Black / Silver
Bose AE2 White,,Circumaural,,false,false,Closed,Black / Silver
Bose AE2i White,,Circumaural,,true,false,Closed,White / Gray
Bose SIE2i Orange,,Earbud,,false,false,Closed,Orange / White
Bose OE2 (Black),,Supra-aural,,false,false,Closed,Black / Silver
Bose OE2i (Black),,Supra-aural,,true,false,Closed,Black / Silver
Bose OE2i (White),,Supra-aural,,true,false,Closed,White / Gray
Bose SIE2i Blue,,In Ear,,false,false,Closed,Blue / White
Bose SIE2i Purple,,In Ear,,false,false,Closed,White / Purple
Hercules 4780514,,Supra-aural,"10,25",false,false,Closed,Black / Green
Klipsch Image S4i,,In Ear,"10,19",false,false,Closed,Black / Silver
Klipsch Image S3,,In Ear,"12,18",false,false,Closed,Black / Red
Klipsch Image S3,,In Ear,"12,18",false,false,Closed,Black / Red
Koss CLIPPER GREEN,,Supra-aural,"60,20",false,false,Closed,Green / White
Koss JAMS AA,,Earbud,"40,20",false,false,Closed,Green / White
Koss MIRAGE PINK,,In Ear,"15,20",false,false,Closed,Pink / White
Monoprice 8320,,In Ear,,false,false,Closed,Black / Silver
Philips SHS3201/28,,Earbud,"20,20",false,false,Closed,White
Philips SHS4848/28,,Earbud,"12,23.5",false,false,Closed,Pink / White
Skullcandy S2TTCB-047,,In Ear,"20,20",false,false,Closed,Black / Silver
Klipsch Mode M40,,Circumaural,"20,20",false,false,Closed,Black / Red
Koss KSC17,,Supra-aural,"40,20",false,false,Closed,Black / Silver
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,White
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Orange / White
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Black / Yellow
Polk UltraFit 1000,,In Ear,"18,23",false,false,Closed,White
Polk UltraFit 2000,,Supra-aural,"20,23",false,false,Closed,Black / Red
Polk UltraFit 3000,,Earbud,"8,24",false,false,Closed,Black / Red
Polk UltraFit 3000,,In Ear,"8,24",false,false,Closed,White
Polk UltraFit 3000,,In Ear,"8,24",false,false,Closed,Orange / White
Polk UltraFocus 8000,,Circumaural,"8,28",false,false,Closed,Black / Silver
Rosewill RS-OW813-BK,,Circumaural,"5,25",false,false,Closed,Black / Silver
Sennheiser AMPERIOR-BLU,,Supra-aural,"16,22",false,false,Closed,Black / Blue
Sennheiser CX175,,In Ear,"17,23",false,false,Closed,Black / Silver
Sony MDREX58V/BQ,,In Ear,"5,23",false,false,Closed,Black
Adesso Xtream H3B,,Circumaural,,false,false,Closed,Black / Gray
SteelSeries H,,Circumaural,"20,20",true,true,Closed,Black / Orange
Creative Labs Aurvana Live! 2,,Circumaural,"10,30",true,false,Closed,Black / Silver
ROCCAT Kave XTD 5.1 Premium,,Circumaural,"20,20",true,false,Closed,Black / Blue
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Blue
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Silver
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Red
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / White
Plantronics GameCom 780,,Circumaural,,true,false,Closed,Black / Red
GAMDIAS HEPHAESTUS,,Circumaural,"20,20",true,false,Closed,White / Gray
GAMDIAS EROS,,Circumaural,"20,20",true,false,Closed,Black / Red
GAMDIAS HEBE,,Circumaural,"20,20",true,false,Closed,Red / Silver
GAMDIAS HEBE,,Circumaural,"20,20",true,false,Closed,Red / Silver
Bose Ae2i,,Circumaural,,true,false,Closed,Black / Silver
Philips SHL3100BLK,,Circumaural,"18,20",false,false,Closed,Black / Red
Philips SHL5305RD/28,,Supra-aural,"18,21.6",true,false,Closed,Black / Red
Philips SHL5305TL/28,,Supra-aural,"18,21.6",true,false,Closed,Black / Green
Philips SHL5305WT/28,,Supra-aural,"18,21.6",false,false,Closed,Black / White
Philips SHO9207,,Circumaural,"12,24",false,false,Closed,Black / Red
Razer RZ12-01110100-R3U1,,Circumaural,"20,20",false,false,Closed,Black / Silver
Sennheiser HD335S,,Circumaural,"14,20",false,false,Closed,Black / Silver
V-MODA CROSSFADE M-100 BLACK,,Circumaural,"5,30",false,false,Closed,Black
V-MODA CROSSFADE M-80 SHADOW,,Supra-aural,"5,30",false,false,Closed,Black
V-MODA CROSSFADE M-80,,Supra-aural,"5,30",false,false,Closed,Black / Silver
Ozone Gaming OZONDA3HX,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZONDAST,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZRAGESTR,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZRAGESTW,,Circumaural,"20,20",true,false,Closed,Black / White
Ozone Gaming OZRAGESTY,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Ozone Gaming OZSPARK,,Circumaural,"20,20",true,false,Closed,Black / Red
Razer Chimaera,,Circumaural,"20,20",true,true,Closed,Black / Green
Sennheiser IE 80,,In Ear,"10,20",false,false,Closed,Black / Silver
Razer Kraken Pro Neon,,Circumaural,"20,20",true,false,Closed,Black / Green
Razer Kraken Neon,,Circumaural,"20,20",false,false,Closed,Black / Green
Razer Kraken Forged,99.99,Circumaural,"20,20",false,false,Closed,Black / Silver
Corsair Raptor LH2,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Corsair Raptor HS30,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair H2100,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Corsair H1500,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Cooler Master Ceres 300,,Circumaural,"20,20",true,false,Semi-open,Black / White
Audio-Technica ATH-CHX5ISBL,,Earbud,"20,22",true,false,Closed,Blue
Audio-Technica ATH-CHX5ISWH,,Earbud,"20,22",true,false,Closed,White
Audio-Technica ATH-CHX7ISBK,,Earbud,"15,22",true,false,Closed,Black
Audio-Technica ATH-CHX7ISRD,,Earbud,"15,22",true,false,Closed,Red
Audio-Technica ATH-CKP200ISBK,,Earbud,"20,23",true,false,Closed,Black
Audio-Technica ATH-CKP200ISBL,,Earbud,"20,23",true,false,Closed,Blue
Audio-Technica ATH-CKP200ISRD,,Earbud,"20,23",true,false,Closed,Red
Audio-Technica ATH-CKR10,,In Ear,"5,40",false,false,Closed,Black / Silver
Audio-Technica ATH-CKR3ISBK,,In Ear,"5,24",true,false,Closed,Black
Audio-Technica ATH-CKR3ISBL,,In Ear,"5,24",true,false,Closed,Blue
Audio-Technica ATH-CKR3ISRD,,In Ear,"5,24",true,false,Closed,Red
Audio-Technica ATH-CKR3ISWH,,In Ear,"5,24",true,false,Closed,White
ARCTIC P253 BT,,Supra-aural,"18,22",true,true,Closed,Black / Silver
Bose 715593-0010,,In Ear,,false,false,Closed,Black / Clear
Bose 715593-0020,,In Ear,,false,false,Closed,White
Bose 715593-0030,,In Ear,,false,false,Closed,Red
Bose 715593-0040,,In Ear,,false,false,Closed,Black / Clear
Bose 715593-0060,,In Ear,,false,false,Closed,Red
Bose 715593-0070,,In Ear,,false,false,Closed,Black / Clear
Bose 717534-0010,,In Ear,,true,false,Closed,Black / Blue
Bose 717534-0020,,In Ear,,true,false,Closed,Orange / White
Bose 717534-0030,,In Ear,,true,false,Closed,Green
Bose 717534-0040,,In Ear,,true,false,Closed,Green
Creative Labs Aurvana Live!,,Circumaural,"10,30",false,false,Closed,Black
Hercules 4780548,,Circumaural,"10,25",false,false,Closed,Black / Silver
I/O Magic NE9783,,Earbud,,false,false,Closed,Black / Red
Philips SHP3000,,Circumaural,"20,20",false,false,Closed,Black
Philips X1/28,,Circumaural,,true,false,Open,Black / Silver
Plantronics 20045001P,,In Ear,,false,false,Closed,Black / Blue
Plantronics 20046001,,In Ear,,false,false,Closed,Black / Green
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Black / Gold
Sennheiser CX 1.00 Black,,Earbud,"17,20",false,false,Closed,Black / Silver
Sennheiser CX 1.00 White,,Earbud,"17,20",false,false,Closed,White
Sennheiser CX 2.00G Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 2.00G White,,Earbud,,true,false,Closed,White
Sennheiser CX 3.00 Black,,Earbud,,false,false,Closed,Black
Sennheiser CX 5.00G Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 5.00i Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 5.00i White,,Earbud,,true,false,Closed,White
Sennheiser M2 IEG,,In Ear,"15,22",true,false,Closed,Black / Red
Sennheiser MOMENTUM BLUE,,Supra-aural,"16,22",true,false,Closed,Blue / Silver
Sennheiser MOMENTUM GREEN,,Supra-aural,"16,22",true,false,Closed,Green
Sennheiser MOMENTUM PINK,,Supra-aural,"16,22",true,false,Closed,Red / Silver
Sennheiser URBANITEBLACKG,,Supra-aural,,false,false,Closed,Black / White
Thermaltake HT-DRA007OEWH,,Circumaural,"10,22",false,false,Closed,White
Thermaltake DRACCO,,Circumaural,"10,22",false,false,Closed,Multicolor
Yamaha EPH-50BL,,Earbud,"20,21",false,false,Closed,Black
Adesso Xtream H2B,,Supra-aural,"140,20",false,true,Closed,Black / Red
Adesso Xtream H2W,,Supra-aural,"140,20",false,true,Closed,Green / White
Altec Lansing Foldable OTH,,Supra-aural,,false,true,Closed,Red / White
Asus CINEVIBE/BLK,,Supra-aural,"20,20",true,false,Closed,Black / Red
Asus STRIX PRO,,Circumaural,"20,20",true,false,Closed,Black / Orange
Creative Labs Tactic3D Rage Wireless V2.0,,Circumaural,"20,20",true,true,Closed,Black / Red
Creative Labs Tactic3D Rage V2.0,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs Sound Blaster Inferno,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs Wireless V2.0,,Circumaural,"20,20",true,true,Closed,Black / Red
Genius 31710188100,,Circumaural,,false,true,Closed,White
Genius 31710188101,,Circumaural,,false,true,Closed,Black
Genius 31710188102,,Circumaural,,false,true,Closed,Pink
Genius 31710188103,,Circumaural,,false,true,Closed,Blue
Gigabyte FORCE H3X,,Circumaural,"20,20",true,false,Closed,Black
Klipsch KG-300,,Circumaural,"16,23",true,true,Closed,Black
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / White
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / Red
Mad Catz TRI903570A04/02/1,,Circumaural,,true,false,Closed,Black / Blue
Mad Catz Titanfall F.R.E.Q.4D,,Circumaural,"20,20",false,false,Closed,Orange / White
Mionix NASH 20,,Circumaural,"20,20",true,false,Closed,Black
Philips SHB7000/BK,,Circumaural,,true,true,Closed,Black / Red
Philips SHB7000/WT,,Circumaural,,true,true,Closed,Blue / White
Philips SHG7980,,Circumaural,,true,false,Closed,Black / Red
Plantronics GAMECOM 308,,Supra-aural,"20,20",true,false,Closed,Black
Plantronics GAMECOM 388,,Circumaural,"20,20",true,false,Closed,Black
Plantronics RIG 7.1,,Circumaural,,true,false,Closed,Black / Red
PNY AUD-E-202-WH-A-RB,,In Ear,,false,false,Closed,White
Razer RZ04-00470100-R3U1,,Circumaural,,true,true,Closed,Black
ROCCAT SYVA,,Earbud,"20,20",true,false,Closed,Black / Blue
ROCCAT Kave XTD Stereo,,Circumaural,"20,20",true,false,Closed,Black / Blue
ROCCAT Kave XTD Stereo Camo Charge,,Circumaural,"20,20",true,false,Closed,Camo
ROCCAT Kave XTD Stereo Naval Storm,,Circumaural,"20,20",true,false,Closed,Black / Gray
ROCCAT Kave XTD Stereo Desert Strike,,Circumaural,"20,20",true,false,Closed,Black / Green
ROCCAT Kulo,,Supra-aural,"20,20",true,false,Closed,Black
Sennheiser CX 686G,,Earbud,"18,20",false,false,Closed,Green
Sennheiser M2 AEG Ivory,,Circumaural,"16,22",true,false,Closed,Black / White
Sennheiser M2 OEG Ivory,,Circumaural,"16,22",true,false,Closed,Black / White
Sennheiser OCX 686G,,Earbud,"18,20",false,false,Closed,Green
Sennheiser PMX 686G,,Earbud,"18,20",false,false,Closed,Green
Skullcandy S5URDY-003,,Supra-aural,,false,false,Closed,Black
SteelSeries Siberia Elite,,Circumaural,"16,28",true,false,Closed,Black
SteelSeries Elite World of Warcraft,,Circumaural,,true,false,Closed,Black / Silver
SteelSeries Sims 4,,Supra-aural,"20,20",true,false,Closed,White
SteelSeries Elite Prism,,Circumaural,"16,28",true,false,Closed,Black
SteelSeries v3,208.3,Circumaural,"20,20",true,false,Closed,Black / Orange
SteelSeries Siberia v3,,Circumaural,"20,20",true,false,Closed,Black / White
SteelSeries Siberia RAW,,Circumaural,"20,20",true,false,Closed,White
Syba SHELL210,,Circumaural,"20,20",true,false,Closed,Black / Red
Syba BT210,,Circumaural,"20,20",true,true,Closed,Black / Red
Syba SHELL210,,Circumaural,"20,20",true,false,Closed,Black / Gold
Syba PC210-I,,Circumaural,"20,20",true,false,Closed,Black
TekNmotion Yapster Plus,,Circumaural,,true,false,Closed,Black
TekNmotion Yapster Plus,,Circumaural,,true,false,Closed,White
Thermaltake Cronos Team DK Edition,,Circumaural,,true,false,Closed,White
Thermaltake DRACCO Funky Pink,,Circumaural,,false,false,Closed,Black / Pink
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Red
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Blue
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Orange
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,White
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Thermaltake SHOCK SPIN,,Circumaural,"15,20",true,false,Closed,Black
Thermaltake SHOCK SPIN,,Circumaural,"15,20",true,false,Closed,Black / Red
Thermaltake SHOCK SPIN,,Circumaural,"15,20",true,false,Closed,Black / White
Thermaltake SYBARIS,,Circumaural,"20,20",true,true,Closed,Black / Red
Thermaltake VERTO,,Circumaural,"10,22",true,false,Closed,Black / Red
Turtle Beach DP11,,Circumaural,,true,false,Closed,Black / Red
Turtle Beach Titanfall Ear Force Atlas,,Circumaural,,true,false,Closed,Black / White
Turtle Beach EarForce Z2,,Circumaural,"20,20",true,false,Closed,Black / Silver
Turtle Beach Z11,,Circumaural,"20,20",true,false,Closed,Black
Turtle Beach Ear Force XP Seven,,Circumaural,,true,false,Closed,Black / White
Turtle Beach Ear Force PX3,,Circumaural,,true,false,Closed,Black / Silver
Turtle Beach P4C,,Circumaural,,true,false,Closed,Black / Blue
Turtle Beach Star Wars,,Circumaural,,true,false,Closed,Black / Red
Turtle Beach Call of Duty: Ghosts Ear Force Spectre,,Circumaural,,true,false,Closed,Black / White
Turtle Beach Z60,,Circumaural,,true,false,Closed,Black / Red
Turtle Beach Recon 320,,Circumaural,"20,20",true,false,Closed,Black / Red
V7 HS2000-35-BLK-9NC,,Supra-aural,"20,20",true,false,Closed,Black
V7 HS2000-35-WHT-9NC,,Circumaural,"20,20",true,false,Closed,White
V7 HS6000-BT-BLK-9NC,,Supra-aural,"20,20",true,true,Closed,Black / Silver
V7 HS6000-BT-WHT-9NC,,Supra-aural,"20,20",true,true,Closed,White
Zalman ZM-HPS10BT,,Supra-aural,"100,20",true,false,Closed,Black
Zalman HPS200,,Circumaural,"20,20",true,false,Closed,Black
